state,district,year,season,groundwater_level,latitude,longitude
Andhra Pradesh,Visakhapatnam,2002,Post-Monsoon,24.79,29.7728,83.4847
Andhra Pradesh,Visakhapatnam,2002,Rabi,28.6,21.7167,84.3567
Andhra Pradesh,Visakhapatnam,2002,Kharif,27.91,33.4639,75.7313
Andhra Pradesh,Visakhapatnam,2003,Pre-Monsoon,34.24,27.5788,74.1829
Andhra Pradesh,Visakhapatnam,2003,Post-Monsoon,24.74,12.2837,83.4239
Andhra Pradesh,Visakhapatnam,2003,Rabi,33.4,15.601,70.7911
Andhra Pradesh,Visakhapatnam,2003,Kharif,30.82,9.2665,79.6607
Andhra Pradesh,Visakhapatnam,2004,Pre-Monsoon,34.55,19.8663,72.2655
Andhra Pradesh,Visakhapatnam,2004,Post-Monsoon,26.02,10.708,76.6403
Andhra Pradesh,Visakhapatnam,2004,Rabi,29.99,12.3172,79.7194
Andhra Pradesh,Visakhapatnam,2004,Kharif,29.58,22.9934,68.8579
Andhra Pradesh,Visakhapatnam,2005,Pre-Monsoon,36.84,17.2321,83.3585
Andhra Pradesh,Visakhapatnam,2005,Post-Monsoon,29.71,23.7567,70.3722
Andhra Pradesh,Visakhapatnam,2005,Rabi,30.11,25.3635,87.9299
Andhra Pradesh,Visakhapatnam,2005,Kharif,29.76,30.7614,73.0798
Andhra Pradesh,Visakhapatnam,2006,Pre-Monsoon,31.21,32.7172,74.6948
Andhra Pradesh,Visakhapatnam,2006,Post-Monsoon,28.19,14.9382,78.487
Andhra Pradesh,Visakhapatnam,2006,Rabi,32.7,14.9715,96.1486
Andhra Pradesh,Visakhapatnam,2006,Kharif,28.47,24.13,68.2055
Andhra Pradesh,Visakhapatnam,2007,Pre-Monsoon,34.6,13.881,93.8885
Andhra Pradesh,Visakhapatnam,2007,Post-Monsoon,29.88,33.825,71.6436
Andhra Pradesh,Visakhapatnam,2007,Rabi,33.19,10.6079,91.2988
Andhra Pradesh,Visakhapatnam,2007,Kharif,29.96,17.882,86.9263
Andhra Pradesh,Visakhapatnam,2008,Pre-Monsoon,37.1,30.6742,95.3073
Andhra Pradesh,Visakhapatnam,2008,Post-Monsoon,29.17,29.7709,78.2878
Andhra Pradesh,Visakhapatnam,2008,Rabi,33.41,13.7069,69.1521
Andhra Pradesh,Visakhapatnam,2008,Kharif,30.72,11.9744,96.0009
Andhra Pradesh,Visakhapatnam,2009,Pre-Monsoon,36.62,19.7793,86.2883
Andhra Pradesh,Visakhapatnam,2009,Post-Monsoon,30.58,17.8389,91.7056
Andhra Pradesh,Visakhapatnam,2009,Rabi,32.84,10.6452,87.7129
Andhra Pradesh,Visakhapatnam,2009,Kharif,32.21,18.8586,87.2951
Andhra Pradesh,Visakhapatnam,2010,Pre-Monsoon,35.38,21.3487,69.2161
Andhra Pradesh,Visakhapatnam,2010,Post-Monsoon,31.83,13.196,80.3104
Andhra Pradesh,Visakhapatnam,2010,Rabi,34.29,23.8318,93.3389
Andhra Pradesh,Visakhapatnam,2010,Kharif,33.3,16.3381,88.3203
Andhra Pradesh,Visakhapatnam,2011,Pre-Monsoon,38.6,9.794,75.8567
Andhra Pradesh,Visakhapatnam,2011,Post-Monsoon,29.2,24.7078,94.0856
Andhra Pradesh,Visakhapatnam,2011,Rabi,31.88,16.9194,92.6496
Andhra Pradesh,Visakhapatnam,2011,Kharif,30.93,18.5972,94.0066
Andhra Pradesh,Visakhapatnam,2012,Pre-Monsoon,40.44,19.0556,85.9015
Andhra Pradesh,Visakhapatnam,2012,Post-Monsoon,31.91,32.3006,90.9011
Andhra Pradesh,Visakhapatnam,2012,Rabi,36.53,21.5511,89.633
Andhra Pradesh,Visakhapatnam,2012,Kharif,31.38,21.3519,71.7108
Andhra Pradesh,Visakhapatnam,2013,Pre-Monsoon,43.38,20.3048,82.9404
Andhra Pradesh,Visakhapatnam,2013,Post-Monsoon,33.17,25.5338,76.0463
Andhra Pradesh,Visakhapatnam,2013,Rabi,36.24,22.3515,86.1895
Andhra Pradesh,Visakhapatnam,2013,Kharif,34.85,12.7989,68.9742
Andhra Pradesh,Visakhapatnam,2014,Pre-Monsoon,40.79,12.1691,69.6511
Andhra Pradesh,Visakhapatnam,2014,Post-Monsoon,32.43,21.0225,73.4848
Andhra Pradesh,Visakhapatnam,2014,Rabi,37.89,18.3793,70.7002
Andhra Pradesh,Visakhapatnam,2014,Kharif,33.58,16.1782,82.4423
Andhra Pradesh,Visakhapatnam,2015,Pre-Monsoon,38.39,15.4328,85.2511
Andhra Pradesh,Visakhapatnam,2015,Post-Monsoon,34.92,27.3501,70.9132
Andhra Pradesh,Visakhapatnam,2015,Rabi,36.79,24.8631,71.2774
Andhra Pradesh,Visakhapatnam,2015,Kharif,33.3,12.6727,85.8755
Andhra Pradesh,Visakhapatnam,2016,Pre-Monsoon,41.49,23.4427,95.5222
Andhra Pradesh,Visakhapatnam,2016,Post-Monsoon,34.09,19.9916,80.6394
Andhra Pradesh,Visakhapatnam,2016,Rabi,40.89,17.9256,93.0527
Andhra Pradesh,Visakhapatnam,2016,Kharif,35.0,8.7906,80.7532
Andhra Pradesh,Visakhapatnam,2017,Pre-Monsoon,41.98,28.8857,89.397
Andhra Pradesh,Visakhapatnam,2017,Post-Monsoon,33.91,13.2679,77.1066
Andhra Pradesh,Visakhapatnam,2017,Rabi,39.61,20.2133,92.6732
Andhra Pradesh,Visakhapatnam,2017,Kharif,36.38,15.3428,85.2104
Andhra Pradesh,Visakhapatnam,2018,Pre-Monsoon,43.98,29.8767,72.0471
Andhra Pradesh,Visakhapatnam,2018,Post-Monsoon,37.22,29.154,96.979
Andhra Pradesh,Visakhapatnam,2018,Rabi,39.87,25.8785,80.2317
Andhra Pradesh,Visakhapatnam,2018,Kharif,37.13,27.7235,89.0012
Andhra Pradesh,Visakhapatnam,2019,Pre-Monsoon,43.6,18.3797,68.505
Andhra Pradesh,Visakhapatnam,2019,Post-Monsoon,37.61,22.6535,68.2842
Andhra Pradesh,Visakhapatnam,2019,Rabi,39.12,20.6858,76.4521
Andhra Pradesh,Visakhapatnam,2019,Kharif,33.07,33.1634,69.1941
Andhra Pradesh,Visakhapatnam,2020,Pre-Monsoon,42.51,21.478,71.6383
Andhra Pradesh,Visakhapatnam,2020,Post-Monsoon,36.46,30.6232,71.3022
Andhra Pradesh,Visakhapatnam,2020,Rabi,44.8,34.2346,86.9944
Andhra Pradesh,Visakhapatnam,2020,Kharif,40.17,15.7717,74.9832
Andhra Pradesh,Visakhapatnam,2021,Pre-Monsoon,43.22,25.331,95.9528
Andhra Pradesh,Visakhapatnam,2021,Post-Monsoon,34.48,18.3011,73.0994
Andhra Pradesh,Visakhapatnam,2021,Rabi,42.12,27.5187,88.5239
Andhra Pradesh,Visakhapatnam,2021,Kharif,37.3,10.0791,94.4473
Andhra Pradesh,Visakhapatnam,2022,Pre-Monsoon,45.63,12.9302,87.906
Andhra Pradesh,Visakhapatnam,2022,Post-Monsoon,38.19,17.5192,96.4353
Andhra Pradesh,Visakhapatnam,2022,Rabi,39.81,9.2013,88.2498
Andhra Pradesh,Visakhapatnam,2022,Kharif,38.68,27.771,81.3603
Andhra Pradesh,Visakhapatnam,2023,Pre-Monsoon,48.16,15.2551,80.7589
Andhra Pradesh,Visakhapatnam,2023,Post-Monsoon,40.45,17.9196,72.7126
Andhra Pradesh,Visakhapatnam,2023,Rabi,41.76,14.7896,74.2273
Andhra Pradesh,Visakhapatnam,2023,Kharif,38.87,27.133,80.0704
Andhra Pradesh,Vijayawada,2000,Pre-Monsoon,36.42,14.9962,78.2879
Andhra Pradesh,Vijayawada,2000,Post-Monsoon,31.32,32.1381,69.6225
Andhra Pradesh,Vijayawada,2000,Rabi,30.46,18.4407,93.6526
Andhra Pradesh,Vijayawada,2000,Kharif,31.96,31.0532,85.3664
Andhra Pradesh,Vijayawada,2001,Pre-Monsoon,34.04,16.1494,87.1634
Andhra Pradesh,Vijayawada,2001,Post-Monsoon,28.64,9.4137,96.7836
Andhra Pradesh,Vijayawada,2001,Rabi,30.95,21.7055,68.7029
Andhra Pradesh,Vijayawada,2001,Kharif,32.3,28.8589,88.3263
Andhra Pradesh,Vijayawada,2002,Pre-Monsoon,36.81,14.5379,93.2175
Andhra Pradesh,Vijayawada,2002,Post-Monsoon,31.11,24.8858,68.042
Andhra Pradesh,Vijayawada,2002,Rabi,35.69,8.7376,68.0942
Andhra Pradesh,Vijayawada,2002,Kharif,30.7,15.594,94.506
Andhra Pradesh,Vijayawada,2003,Pre-Monsoon,39.28,10.87,82.1333
Andhra Pradesh,Vijayawada,2003,Post-Monsoon,29.68,22.0294,84.7481
Andhra Pradesh,Vijayawada,2003,Rabi,35.29,28.0474,74.8102
Andhra Pradesh,Vijayawada,2003,Kharif,32.75,34.5444,74.3073
Andhra Pradesh,Vijayawada,2004,Pre-Monsoon,38.01,18.0318,96.4574
Andhra Pradesh,Vijayawada,2004,Post-Monsoon,31.27,10.8424,84.3088
Andhra Pradesh,Vijayawada,2004,Rabi,34.99,17.0995,90.3603
Andhra Pradesh,Vijayawada,2004,Kharif,32.08,10.8786,74.6653
Andhra Pradesh,Vijayawada,2005,Pre-Monsoon,40.08,18.8334,84.4999
Andhra Pradesh,Vijayawada,2005,Post-Monsoon,30.57,8.9298,91.1488
Andhra Pradesh,Vijayawada,2005,Rabi,36.31,27.5999,70.3727
Andhra Pradesh,Vijayawada,2005,Kharif,32.95,14.3844,86.0612
Andhra Pradesh,Vijayawada,2006,Pre-Monsoon,43.28,31.7411,89.4695
Andhra Pradesh,Vijayawada,2006,Post-Monsoon,32.5,20.4665,96.5463
Andhra Pradesh,Vijayawada,2006,Rabi,35.19,34.8017,68.6618
Andhra Pradesh,Vijayawada,2006,Kharif,33.51,22.8469,76.9638
Andhra Pradesh,Vijayawada,2007,Pre-Monsoon,40.54,18.3525,75.779
Andhra Pradesh,Vijayawada,2007,Post-Monsoon,34.13,31.5223,72.9314
Andhra Pradesh,Vijayawada,2007,Rabi,38.49,9.9867,71.4621
Andhra Pradesh,Vijayawada,2007,Kharif,34.46,34.2146,78.3598
Andhra Pradesh,Vijayawada,2008,Pre-Monsoon,40.75,18.2795,87.3583
Andhra Pradesh,Vijayawada,2008,Post-Monsoon,30.99,34.3198,85.5864
Andhra Pradesh,Vijayawada,2008,Rabi,37.2,24.9509,81.1616
Andhra Pradesh,Vijayawada,2008,Kharif,35.25,31.9161,79.2581
Andhra Pradesh,Vijayawada,2009,Pre-Monsoon,42.56,9.3411,92.2656
Andhra Pradesh,Vijayawada,2009,Post-Monsoon,34.65,21.2633,84.6606
Andhra Pradesh,Vijayawada,2009,Rabi,42.79,15.7505,87.2255
Andhra Pradesh,Vijayawada,2009,Kharif,32.32,30.3155,89.1039
Andhra Pradesh,Vijayawada,2010,Pre-Monsoon,43.87,32.9284,86.4813
Andhra Pradesh,Vijayawada,2010,Post-Monsoon,33.72,33.6996,70.6788
Andhra Pradesh,Vijayawada,2010,Rabi,39.3,34.0851,82.5789
Andhra Pradesh,Vijayawada,2010,Kharif,35.15,9.3909,74.4153
Andhra Pradesh,Vijayawada,2011,Pre-Monsoon,40.88,9.8137,69.5693
Andhra Pradesh,Vijayawada,2011,Post-Monsoon,37.09,22.269,93.4568
Andhra Pradesh,Vijayawada,2011,Rabi,39.99,29.8968,70.1998
Andhra Pradesh,Vijayawada,2011,Kharif,37.56,19.9745,76.4303
Andhra Pradesh,Vijayawada,2012,Pre-Monsoon,43.73,26.8537,86.2885
Andhra Pradesh,Vijayawada,2012,Post-Monsoon,33.63,33.4244,91.0727
Andhra Pradesh,Vijayawada,2012,Rabi,38.11,20.1736,88.1081
Andhra Pradesh,Vijayawada,2012,Kharif,37.71,30.625,95.8324
Andhra Pradesh,Vijayawada,2013,Pre-Monsoon,47.47,18.8233,77.7695
Andhra Pradesh,Vijayawada,2013,Post-Monsoon,37.73,24.0912,81.6873
Andhra Pradesh,Vijayawada,2013,Rabi,44.14,15.4989,95.6319
Andhra Pradesh,Vijayawada,2013,Kharif,38.08,10.9387,70.057
Andhra Pradesh,Vijayawada,2014,Pre-Monsoon,43.35,32.4741,92.8193
Andhra Pradesh,Vijayawada,2014,Post-Monsoon,35.23,21.9325,74.9051
Andhra Pradesh,Vijayawada,2014,Rabi,42.33,17.9622,96.5841
Andhra Pradesh,Vijayawada,2014,Kharif,37.66,17.9402,78.194
Andhra Pradesh,Vijayawada,2015,Pre-Monsoon,45.25,28.4059,92.9336
Andhra Pradesh,Vijayawada,2015,Post-Monsoon,41.63,22.5076,84.3116
Andhra Pradesh,Vijayawada,2015,Rabi,41.67,32.0313,78.3129
Andhra Pradesh,Vijayawada,2015,Kharif,38.76,13.6183,82.4536
Andhra Pradesh,Vijayawada,2016,Pre-Monsoon,46.0,8.8575,86.3604
Andhra Pradesh,Vijayawada,2016,Post-Monsoon,39.95,33.6877,70.2958
Andhra Pradesh,Vijayawada,2016,Rabi,43.88,8.2618,86.2965
Andhra Pradesh,Vijayawada,2016,Kharif,39.92,20.8224,78.0627
Andhra Pradesh,Vijayawada,2017,Pre-Monsoon,46.5,18.1796,76.9168
Andhra Pradesh,Vijayawada,2017,Post-Monsoon,39.38,31.8724,94.705
Andhra Pradesh,Vijayawada,2017,Rabi,44.89,19.0494,76.2199
Andhra Pradesh,Vijayawada,2017,Kharif,40.21,33.55,84.2663
Andhra Pradesh,Vijayawada,2018,Pre-Monsoon,46.67,31.6921,71.4884
Andhra Pradesh,Vijayawada,2018,Post-Monsoon,40.56,24.6595,85.4178
Andhra Pradesh,Vijayawada,2018,Rabi,43.03,33.6491,72.4571
Andhra Pradesh,Vijayawada,2018,Kharif,39.94,8.998,83.4994
Andhra Pradesh,Vijayawada,2019,Pre-Monsoon,47.63,15.1431,94.9242
Andhra Pradesh,Vijayawada,2019,Post-Monsoon,39.13,26.3665,79.6381
Andhra Pradesh,Vijayawada,2019,Rabi,47.12,11.083,88.8504
Andhra Pradesh,Vijayawada,2019,Kharif,42.31,14.1861,95.7424
Andhra Pradesh,Vijayawada,2020,Pre-Monsoon,50.66,31.8289,96.701
Andhra Pradesh,Vijayawada,2020,Post-Monsoon,39.11,29.8184,81.5917
Andhra Pradesh,Vijayawada,2020,Rabi,46.2,20.5633,90.7666
Andhra Pradesh,Vijayawada,2020,Kharif,42.81,21.0316,79.2084
Andhra Pradesh,Vijayawada,2021,Pre-Monsoon,49.13,34.3604,74.5902
Andhra Pradesh,Vijayawada,2021,Post-Monsoon,42.56,19.1965,68.7024
Andhra Pradesh,Vijayawada,2021,Rabi,44.15,17.3653,91.3956
Andhra Pradesh,Vijayawada,2021,Kharif,42.64,20.7596,84.8057
Andhra Pradesh,Vijayawada,2022,Pre-Monsoon,51.16,25.2355,79.0442
Andhra Pradesh,Vijayawada,2022,Post-Monsoon,40.52,8.1964,75.3159
Andhra Pradesh,Vijayawada,2022,Rabi,45.33,10.9063,86.764
Andhra Pradesh,Vijayawada,2022,Kharif,43.58,28.4057,77.3249
Andhra Pradesh,Vijayawada,2023,Pre-Monsoon,49.86,34.3381,81.8508
Andhra Pradesh,Vijayawada,2023,Post-Monsoon,43.96,21.4307,91.0733
Andhra Pradesh,Vijayawada,2023,Rabi,47.98,15.0481,71.5453
Andhra Pradesh,Vijayawada,2023,Kharif,44.84,21.5201,86.4225
Andhra Pradesh,Guntur,2000,Pre-Monsoon,40.24,10.5675,75.0289
Andhra Pradesh,Guntur,2000,Post-Monsoon,31.95,18.1725,83.6787
Andhra Pradesh,Guntur,2000,Rabi,36.62,29.0014,95.9166
Andhra Pradesh,Guntur,2000,Kharif,33.63,16.7376,87.9518
Andhra Pradesh,Guntur,2001,Pre-Monsoon,41.13,22.2455,76.4969
Andhra Pradesh,Guntur,2001,Post-Monsoon,35.12,27.0751,68.962
Andhra Pradesh,Guntur,2001,Rabi,35.96,23.3198,72.9433
Andhra Pradesh,Guntur,2001,Kharif,35.83,16.3935,80.7855
Andhra Pradesh,Guntur,2002,Pre-Monsoon,43.85,14.9469,82.7538
Andhra Pradesh,Guntur,2002,Post-Monsoon,33.73,22.9194,77.5442
Andhra Pradesh,Guntur,2002,Rabi,36.24,8.162,74.2538
Andhra Pradesh,Guntur,2002,Kharif,35.58,26.9017,90.3579
Andhra Pradesh,Guntur,2003,Pre-Monsoon,40.14,13.5558,75.4658
Andhra Pradesh,Guntur,2003,Post-Monsoon,34.73,17.0223,87.2664
Andhra Pradesh,Guntur,2003,Rabi,40.38,23.15,81.3652
Andhra Pradesh,Guntur,2003,Kharif,36.25,28.0183,72.6129
Andhra Pradesh,Guntur,2004,Pre-Monsoon,42.73,27.0573,94.6754
Andhra Pradesh,Guntur,2004,Post-Monsoon,36.47,23.562,73.3975
Andhra Pradesh,Guntur,2004,Rabi,39.56,10.7949,82.8884
Andhra Pradesh,Guntur,2004,Kharif,36.25,9.882,74.4787
Andhra Pradesh,Guntur,2005,Pre-Monsoon,39.8,9.6432,80.2714
Andhra Pradesh,Guntur,2005,Post-Monsoon,32.41,29.0745,88.6815
Andhra Pradesh,Guntur,2005,Rabi,39.63,24.3973,95.1193
Andhra Pradesh,Guntur,2005,Kharif,39.68,18.2625,92.312
Andhra Pradesh,Guntur,2006,Pre-Monsoon,43.21,26.3311,93.7923
Andhra Pradesh,Guntur,2006,Post-Monsoon,35.77,26.2133,92.0066
Andhra Pradesh,Guntur,2006,Rabi,40.19,10.7126,84.0774
Andhra Pradesh,Guntur,2006,Kharif,38.43,16.8506,74.3965
Andhra Pradesh,Guntur,2007,Pre-Monsoon,44.3,34.6001,76.5617
Andhra Pradesh,Guntur,2007,Post-Monsoon,39.35,23.6472,90.8956
Andhra Pradesh,Guntur,2007,Rabi,42.5,19.1902,85.1242
Andhra Pradesh,Guntur,2007,Kharif,39.44,26.7459,73.3955
Andhra Pradesh,Guntur,2008,Pre-Monsoon,42.52,25.595,82.03
Andhra Pradesh,Guntur,2008,Post-Monsoon,40.86,26.8253,92.7493
Andhra Pradesh,Guntur,2008,Rabi,41.64,19.794,95.8997
Andhra Pradesh,Guntur,2008,Kharif,37.95,17.864,79.0519
Andhra Pradesh,Guntur,2009,Pre-Monsoon,48.85,9.5668,88.1762
Andhra Pradesh,Guntur,2009,Post-Monsoon,37.72,13.9314,94.5373
Andhra Pradesh,Guntur,2009,Rabi,45.18,19.521,86.9575
Andhra Pradesh,Guntur,2009,Kharif,40.0,30.066,79.2397
Andhra Pradesh,Guntur,2010,Pre-Monsoon,48.06,32.3545,95.3803
Andhra Pradesh,Guntur,2010,Post-Monsoon,39.94,32.1756,68.0952
Andhra Pradesh,Guntur,2010,Rabi,45.55,18.8624,68.7411
Andhra Pradesh,Guntur,2010,Kharif,38.44,20.865,80.8218
Andhra Pradesh,Guntur,2011,Pre-Monsoon,48.74,20.7312,77.7699
Andhra Pradesh,Guntur,2011,Post-Monsoon,38.15,34.255,74.7569
Andhra Pradesh,Guntur,2011,Rabi,42.21,30.0877,88.5381
Andhra Pradesh,Guntur,2011,Kharif,42.5,18.9438,84.1009
Andhra Pradesh,Guntur,2012,Pre-Monsoon,48.6,28.0111,73.1729
Andhra Pradesh,Guntur,2012,Post-Monsoon,40.13,19.3894,80.26
Andhra Pradesh,Guntur,2012,Rabi,45.87,10.5589,84.3261
Andhra Pradesh,Guntur,2012,Kharif,42.65,28.5672,90.7995
Andhra Pradesh,Guntur,2013,Pre-Monsoon,46.75,10.4116,92.9253
Andhra Pradesh,Guntur,2013,Post-Monsoon,41.15,10.4944,88.0922
Andhra Pradesh,Guntur,2013,Rabi,45.28,13.7774,95.1075
Andhra Pradesh,Guntur,2013,Kharif,38.18,19.7257,88.085
Andhra Pradesh,Guntur,2014,Pre-Monsoon,49.2,25.4784,75.9919
Andhra Pradesh,Guntur,2014,Post-Monsoon,40.93,29.6092,87.4235
Andhra Pradesh,Guntur,2014,Rabi,44.67,33.9717,75.9515
Andhra Pradesh,Guntur,2014,Kharif,45.88,23.598,76.9626
Andhra Pradesh,Guntur,2015,Pre-Monsoon,48.53,33.8701,85.1003
Andhra Pradesh,Guntur,2015,Post-Monsoon,44.6,22.1793,75.0082
Andhra Pradesh,Guntur,2015,Rabi,46.04,13.5819,79.5089
Andhra Pradesh,Guntur,2015,Kharif,44.17,11.2868,86.2591
Andhra Pradesh,Guntur,2016,Pre-Monsoon,52.93,26.3674,86.474
Andhra Pradesh,Guntur,2016,Post-Monsoon,44.5,21.5061,83.0647
Andhra Pradesh,Guntur,2016,Rabi,49.45,25.6817,85.0214
Andhra Pradesh,Guntur,2016,Kharif,45.84,12.2077,74.1079
Andhra Pradesh,Guntur,2017,Pre-Monsoon,50.65,32.2665,93.8873
Andhra Pradesh,Guntur,2017,Post-Monsoon,44.18,20.0594,77.395
Andhra Pradesh,Guntur,2017,Rabi,47.58,27.9558,85.8156
Andhra Pradesh,Guntur,2017,Kharif,43.19,16.9033,82.5719
Andhra Pradesh,Guntur,2018,Pre-Monsoon,54.0,13.6858,77.4396
Andhra Pradesh,Guntur,2018,Post-Monsoon,46.19,8.5715,71.1429
Andhra Pradesh,Guntur,2018,Rabi,48.23,24.2711,96.9458
Andhra Pradesh,Guntur,2018,Kharif,45.36,10.722,91.8157
Andhra Pradesh,Guntur,2019,Pre-Monsoon,50.96,10.4511,79.8141
Andhra Pradesh,Guntur,2019,Post-Monsoon,45.21,27.5183,83.4578
Andhra Pradesh,Guntur,2019,Rabi,49.25,31.8541,81.0338
Andhra Pradesh,Guntur,2019,Kharif,46.46,15.5502,69.5554
Andhra Pradesh,Guntur,2020,Pre-Monsoon,54.07,32.8536,84.9632
Andhra Pradesh,Guntur,2020,Post-Monsoon,46.84,29.0444,89.8399
Andhra Pradesh,Guntur,2020,Rabi,48.43,20.919,68.5521
Andhra Pradesh,Guntur,2020,Kharif,45.07,16.0297,81.7426
Andhra Pradesh,Guntur,2021,Pre-Monsoon,52.91,13.2096,72.2503
Andhra Pradesh,Guntur,2021,Post-Monsoon,46.06,29.3386,88.4184
Andhra Pradesh,Guntur,2021,Rabi,52.49,13.2352,82.7989
Andhra Pradesh,Guntur,2021,Kharif,44.2,22.6494,96.4804
Andhra Pradesh,Guntur,2022,Pre-Monsoon,53.6,19.9311,86.6195
Andhra Pradesh,Guntur,2022,Post-Monsoon,46.37,21.5224,94.1923
Andhra Pradesh,Guntur,2022,Rabi,50.83,20.2399,90.7632
Andhra Pradesh,Guntur,2022,Kharif,49.68,10.5148,93.5923
Andhra Pradesh,Guntur,2023,Pre-Monsoon,55.07,16.7377,71.003
Andhra Pradesh,Guntur,2023,Post-Monsoon,46.65,34.3489,88.3752
Andhra Pradesh,Guntur,2023,Rabi,52.87,12.6826,81.8052
Andhra Pradesh,Guntur,2023,Kharif,47.43,22.4637,68.904
Andhra Pradesh,Nellore,2000,Pre-Monsoon,33.43,34.3996,80.9531
Andhra Pradesh,Nellore,2000,Post-Monsoon,26.04,15.0095,72.5435
Andhra Pradesh,Nellore,2000,Rabi,28.84,19.4446,87.0068
Andhra Pradesh,Nellore,2000,Kharif,25.49,15.3754,69.4783
Andhra Pradesh,Nellore,2001,Pre-Monsoon,33.37,13.2195,88.1412
Andhra Pradesh,Nellore,2001,Post-Monsoon,30.39,28.3884,89.0512
Andhra Pradesh,Nellore,2001,Rabi,32.12,9.1708,91.2746
Andhra Pradesh,Nellore,2001,Kharif,24.4,22.513,85.7611
Andhra Pradesh,Nellore,2002,Pre-Monsoon,33.9,32.1513,73.9748
Andhra Pradesh,Nellore,2002,Post-Monsoon,25.9,19.2372,77.0367
Andhra Pradesh,Nellore,2002,Rabi,30.64,34.81,84.5525
Andhra Pradesh,Nellore,2002,Kharif,27.59,11.7519,75.8938
Andhra Pradesh,Nellore,2003,Pre-Monsoon,37.27,16.317,86.9149
Andhra Pradesh,Nellore,2003,Post-Monsoon,28.63,31.0103,71.4923
Andhra Pradesh,Nellore,2003,Rabi,30.54,32.2315,70.3039
Andhra Pradesh,Nellore,2003,Kharif,30.86,23.1042,70.7953
Andhra Pradesh,Nellore,2004,Pre-Monsoon,36.77,12.7543,90.9686
Andhra Pradesh,Nellore,2004,Post-Monsoon,28.84,9.6141,93.6127
Andhra Pradesh,Nellore,2004,Rabi,31.07,13.1426,91.6795
Andhra Pradesh,Nellore,2004,Kharif,31.9,24.2875,78.4521
Andhra Pradesh,Nellore,2005,Pre-Monsoon,35.98,17.4065,73.9276
Andhra Pradesh,Nellore,2005,Post-Monsoon,29.03,25.1902,93.5422
Andhra Pradesh,Nellore,2005,Rabi,33.69,8.9427,92.035
Andhra Pradesh,Nellore,2005,Kharif,32.93,18.0549,88.17
Andhra Pradesh,Nellore,2006,Pre-Monsoon,36.31,18.5899,91.8523
Andhra Pradesh,Nellore,2006,Post-Monsoon,30.49,13.5602,93.1055
Andhra Pradesh,Nellore,2006,Rabi,30.46,25.8858,77.9003
Andhra Pradesh,Nellore,2006,Kharif,30.85,17.3768,89.2723
Andhra Pradesh,Nellore,2007,Pre-Monsoon,36.56,26.7941,82.769
Andhra Pradesh,Nellore,2007,Post-Monsoon,30.93,31.9183,87.9292
Andhra Pradesh,Nellore,2007,Rabi,32.87,31.7849,77.7537
Andhra Pradesh,Nellore,2007,Kharif,32.56,18.6411,88.5808
Andhra Pradesh,Nellore,2008,Pre-Monsoon,41.0,8.3209,86.4865
Andhra Pradesh,Nellore,2008,Post-Monsoon,31.02,22.623,74.3883
Andhra Pradesh,Nellore,2008,Rabi,33.88,15.4752,81.6653
Andhra Pradesh,Nellore,2008,Kharif,33.69,26.256,94.9365
Andhra Pradesh,Nellore,2009,Pre-Monsoon,37.15,16.6992,92.4852
Andhra Pradesh,Nellore,2009,Post-Monsoon,32.73,10.128,82.914
Andhra Pradesh,Nellore,2009,Rabi,35.79,28.6943,85.4044
Andhra Pradesh,Nellore,2009,Kharif,31.15,21.1128,83.7226
Andhra Pradesh,Nellore,2010,Pre-Monsoon,40.45,30.9838,81.1942
Andhra Pradesh,Nellore,2010,Post-Monsoon,32.01,8.0053,94.1271
Andhra Pradesh,Nellore,2010,Rabi,35.78,12.1138,73.2147
Andhra Pradesh,Nellore,2010,Kharif,32.54,29.6777,84.8055
Andhra Pradesh,Nellore,2011,Pre-Monsoon,39.89,17.3843,83.3856
Andhra Pradesh,Nellore,2011,Post-Monsoon,35.21,27.6161,87.1894
Andhra Pradesh,Nellore,2011,Rabi,39.2,9.846,81.2631
Andhra Pradesh,Nellore,2011,Kharif,32.02,16.4525,71.6125
Andhra Pradesh,Nellore,2012,Pre-Monsoon,40.16,31.4661,69.1295
Andhra Pradesh,Nellore,2012,Post-Monsoon,34.74,11.9329,77.3534
Andhra Pradesh,Nellore,2012,Rabi,38.94,8.3024,86.5922
Andhra Pradesh,Nellore,2012,Kharif,33.87,11.5454,91.8733
Andhra Pradesh,Nellore,2013,Pre-Monsoon,43.4,24.9206,96.7456
Andhra Pradesh,Nellore,2013,Post-Monsoon,34.43,22.5405,96.9532
Andhra Pradesh,Nellore,2013,Rabi,39.47,22.7797,80.1834
Andhra Pradesh,Nellore,2013,Kharif,34.85,10.6332,86.3886
Andhra Pradesh,Nellore,2014,Pre-Monsoon,40.28,24.4056,89.1025
Andhra Pradesh,Nellore,2014,Post-Monsoon,34.22,21.0161,75.1291
Andhra Pradesh,Nellore,2014,Rabi,39.79,12.622,79.7648
Andhra Pradesh,Nellore,2014,Kharif,39.05,19.7503,96.4959
Andhra Pradesh,Nellore,2015,Pre-Monsoon,43.34,20.3138,89.6601
Andhra Pradesh,Nellore,2015,Post-Monsoon,33.47,17.1933,77.2155
Andhra Pradesh,Nellore,2015,Rabi,39.78,15.0564,77.9509
Andhra Pradesh,Nellore,2015,Kharif,38.06,28.0349,92.2222
Andhra Pradesh,Nellore,2016,Pre-Monsoon,41.84,33.6171,80.1685
